disaster_type,latitude,longitude,avg_temperature,rainfall_mm,humidity_percent,wind_speed_kmph,atmospheric_pressure_hpa,soil_moisture_percent,seismic_activity_richter,elevation_meters,month
Heatwave,-13.5379,80.9357,43.6,0.2,19.4,9.4,1011.7,18.5,0.3,523.8,3
No Disaster,-56.82,73.3554,22.3,6.6,46.7,5.9,992.4,42.0,1.5,458.7,12
No Disaster,-24.1187,-14.7899,14.8,12.2,31.9,16.1,995.2,49.0,0.9,773.5,10
Hurricane,-82.607,-175.8547,31.2,163.3,96.1,116.0,957.1,77.0,0.5,88.8,6
No Disaster,-42.47,15.0668,16.2,6.7,47.2,11.2,1000.8,55.5,0.1,85.2,5
Tsunami,44.5829,109.4144,26.0,12.6,78.9,1.9,1012.7,47.0,9.4,31.9,11
Earthquake,35.0365,-22.1428,28.4,41.6,59.8,8.8,1006.2,37.0,8.6,1731.9,3
Hurricane,80.1688,25.5133,27.1,272.7,97.0,205.5,944.7,57.6,1.2,48.3,12
Hurricane,53.3519,-65.9812,25.3,257.7,97.6,239.2,969.9,87.4,1.6,3.0,7
Flood,51.6888,45.6411,28.6,279.8,82.7,12.6,993.7,80.3,1.5,6.4,4
Landslide,-29.0247,177.6864,16.9,229.1,90.6,6.7,1007.4,90.4,5.5,1658.1,7
No Disaster,54.3593,132.1547,10.7,18.3,44.0,19.3,1006.2,37.1,1.9,243.3,11
Blizzard,39.1687,-103.2538,-13.7,2.9,91.0,64.9,988.0,85.7,0.1,1560.2,7
Landslide,-6.8774,-89.0278,22.3,173.0,91.1,16.0,980.9,84.8,5.3,1890.9,8
Earthquake,-80.0701,55.8845,18.9,4.5,43.2,9.5,1012.2,34.7,9.5,949.4,9
Landslide,-71.2684,34.9517,19.3,341.3,98.0,13.3,985.8,84.7,5.6,2960.0,1
No Disaster,79.5171,129.7845,17.2,4.5,59.8,13.2,1001.9,44.4,0.3,505.3,7
No Disaster,-36.9811,74.3557,15.5,16.0,35.0,3.2,1010.4,57.4,0.3,73.7,2
Drought,-17.2996,121.9874,32.1,3.4,14.1,5.1,1021.1,16.7,1.0,449.5,5
Flood,-50.2865,-155.3325,23.9,348.9,94.3,24.4,986.1,92.4,1.1,95.6,8
Drought,5.3245,-50.6682,34.2,5.5,21.4,16.8,1023.9,6.0,0.6,333.8,12
No Disaster,84.3718,-55.307,11.1,5.8,54.0,10.8,1001.5,40.0,0.2,339.5,8
Hurricane,-47.7639,-7.2581,28.2,234.0,83.6,222.2,977.5,66.2,0.1,24.0,6
No Disaster,-22.035,61.7347,22.2,11.6,50.7,16.7,1013.2,39.6,1.1,264.9,6
Earthquake,85.8494,119.2872,13.2,26.0,45.3,19.8,1023.8,35.1,9.1,386.8,7
Drought,47.8932,-145.2394,33.5,3.5,27.8,24.6,1002.2,7.9,0.2,139.2,5
Flood,51.5732,-124.8849,24.6,432.1,92.8,38.9,981.8,73.8,1.2,31.0,6
Earthquake,-58.2969,112.6625,28.2,4.1,29.3,4.6,1007.8,61.6,5.8,1273.6,2
No Disaster,27.0826,-0.0381,23.1,10.7,43.3,9.8,1013.5,30.5,1.8,714.2,9
Landslide,12.8888,117.0818,17.5,217.5,88.6,28.7,997.1,88.9,5.7,2030.6,10
Flood,51.6972,83.1047,23.6,251.1,76.0,27.7,983.9,89.0,0.5,91.0,2
Volcanic Eruption,-50.2784,-30.0352,5.3,5.2,73.8,33.5,1008.9,56.5,4.7,1323.7,12
No Disaster,52.805,-173.246,21.0,2.8,54.9,13.8,1003.7,54.6,1.5,759.2,8
No Disaster,-80.5072,-177.0643,21.8,11.1,51.6,3.1,1016.2,53.2,1.8,341.1,8
No Disaster,73.5685,-132.2071,15.6,18.9,30.6,8.9,1013.6,57.3,1.5,888.4,2
Hurricane,-77.6063,132.189,29.3,218.3,78.2,105.0,945.8,57.0,1.0,14.7,9
No Disaster,67.8562,151.6661,24.5,13.6,53.1,16.7,1009.8,39.9,0.3,237.3,5
No Disaster,10.5929,104.3764,22.2,13.0,53.5,9.4,1006.5,56.4,1.0,350.9,6
No Disaster,72.2023,-169.0207,17.2,6.6,45.3,12.1,996.0,53.4,1.0,992.0,4
No Disaster,22.5145,102.8801,24.9,2.6,52.5,15.2,1016.2,42.2,1.7,639.9,9
Earthquake,39.4088,43.0814,16.1,14.9,43.7,1.4,1023.0,37.3,6.3,1294.1,8
Flood,-54.1279,-72.961,22.3,456.9,73.1,33.4,997.4,80.0,2.2,11.8,6
No Disaster,-53.7097,156.9827,20.3,12.4,42.7,19.1,1003.3,45.0,1.6,284.8,5
Blizzard,19.533,-123.7774,-24.8,1.4,68.7,39.7,1005.9,62.4,1.2,598.7,9
No Disaster,-45.6909,91.5242,19.6,4.1,53.8,17.6,991.8,53.2,1.7,991.5,6
Tsunami,-23.2194,167.8288,20.9,15.7,75.2,12.1,999.9,66.3,7.7,32.5,7
No Disaster,-45.3651,147.5252,15.8,0.2,51.6,10.3,1013.2,47.1,0.7,66.6,8
Earthquake,-52.7248,169.6853,14.9,41.4,67.3,9.3,1004.1,58.1,7.6,1263.9,2
Blizzard,15.4519,-126.1496,-10.0,9.9,84.2,47.4,990.3,63.7,0.3,1151.9,12
Volcanic Eruption,66.8951,-26.0492,23.6,13.6,47.9,31.1,988.9,66.4,5.4,1985.4,4
Hurricane,-53.5536,-134.5298,33.4,266.2,98.3,188.0,951.0,54.1,1.7,45.6,6
Wildfire,55.6586,-132.5124,45.2,9.3,13.1,19.3,1005.8,21.2,1.5,880.8,9
Tsunami,-26.9143,95.8003,29.8,3.8,70.0,9.5,997.1,20.6,8.2,26.8,9
Flood,-56.4182,147.3467,28.5,336.0,79.1,19.1,1006.9,73.0,1.3,73.1,7
Hurricane,-6.4999,110.9035,32.7,288.4,96.5,165.8,931.0,59.5,1.2,50.1,9
Hurricane,82.1182,121.5403,32.7,259.1,97.4,212.9,961.3,64.6,0.2,46.1,5
Flood,14.958,-113.5785,24.7,339.6,97.9,14.8,1001.4,87.3,2.5,56.5,3
Landslide,69.6246,16.3449,21.5,218.8,74.0,11.2,1005.7,78.9,2.8,1044.8,3
No Disaster,76.8646,33.2119,14.0,13.7,39.5,10.1,1000.2,56.4,2.0,161.2,6
Tsunami,-58.9805,31.1018,28.0,22.1,83.3,6.4,999.8,46.9,7.7,5.7,10
Earthquake,27.391,53.8254,18.3,0.8,61.4,16.6,993.0,47.7,6.2,1221.9,4
Drought,19.9135,-40.5933,30.4,9.0,29.6,21.2,1022.9,2.4,0.2,439.8,3
Earthquake,-11.7358,-88.8731,23.8,27.4,67.5,9.2,990.2,38.6,9.5,810.7,3
Flood,-12.7741,-145.2341,16.7,276.5,81.4,24.4,985.1,72.5,0.7,36.5,10
Flood,-18.4786,19.5662,16.5,356.2,92.7,10.2,981.4,78.7,2.2,99.8,5
Hurricane,-86.6984,-97.6428,29.7,235.8,99.3,233.3,958.1,64.5,0.6,57.3,7
Heatwave,-11.0299,-9.4632,46.2,0.5,7.7,13.2,1019.5,1.2,1.0,554.5,12
No Disaster,-20.1651,16.624,16.1,2.3,40.0,17.2,1003.8,47.5,0.4,356.2,8
No Disaster,75.3822,-26.6774,23.1,8.4,45.9,6.3,1009.7,39.5,0.4,81.0,5
No Disaster,42.5652,-105.9768,14.5,18.1,49.2,18.4,1017.3,31.9,1.9,51.2,5
Volcanic Eruption,8.412,11.9482,19.3,44.0,57.0,17.0,957.8,71.6,4.6,3179.1,3
Blizzard,49.9296,-107.3495,-28.3,0.8,72.8,33.4,987.8,78.3,0.1,1991.5,8
No Disaster,-82.9625,27.0283,21.2,18.8,47.1,15.9,1011.2,38.4,0.3,750.9,3
Hurricane,-45.9555,51.8206,32.9,237.3,97.1,131.7,942.6,75.5,1.7,53.9,10
Drought,-57.288,103.4518,40.5,4.3,8.6,19.3,1022.5,3.6,0.9,212.2,7
No Disaster,-69.8929,-138.9039,22.4,0.8,50.7,16.3,993.9,35.9,1.3,315.6,12
Tsunami,60.4805,-130.3261,26.2,28.3,61.7,1.2,1006.6,68.0,7.6,16.5,10
Flood,-87.1889,-92.3305,26.2,306.7,72.5,28.8,987.5,88.1,2.3,52.8,9
Landslide,3.8049,5.9414,11.6,273.5,74.5,12.7,972.8,95.7,2.1,2878.6,2
Earthquake,45.4695,173.7182,11.1,32.1,71.0,2.5,1010.5,45.8,7.2,1825.0,11
Wildfire,61.1603,96.4468,42.5,5.1,11.5,22.6,1015.8,6.3,1.8,667.6,3
Heatwave,-59.692,139.6169,41.3,1.5,8.7,7.5,1013.1,6.7,0.1,444.8,7
Flood,-78.9451,94.4871,16.6,281.4,93.5,11.5,999.8,97.0,1.5,71.3,5
No Disaster,17.9355,-28.7348,11.9,5.0,58.4,15.4,992.6,30.2,0.4,943.9,2
Drought,60.9588,-12.519,42.4,0.3,15.7,12.6,1024.5,6.0,0.6,379.4,3
No Disaster,-49.0683,-161.969,21.0,13.7,48.0,10.0,1019.1,33.6,1.0,564.0,5
No Disaster,-17.7902,-104.2383,21.1,11.8,56.9,13.1,990.5,59.0,1.2,595.9,5
Tsunami,29.4856,-7.4444,21.1,28.9,62.4,3.4,1014.6,44.5,7.4,14.3,10
Flood,12.1512,-3.6823,18.1,304.4,82.2,38.3,992.8,83.4,2.3,51.8,10
Drought,86.7096,-86.5047,40.4,6.6,22.3,13.6,1001.9,19.6,0.3,384.9,8
Hurricane,24.1498,-33.2125,34.2,209.9,82.7,232.9,936.8,55.0,1.9,20.9,1
Volcanic Eruption,-78.3507,130.7221,17.6,36.2,61.7,33.9,956.1,55.1,6.5,2639.8,3
No Disaster,-17.8543,-121.8864,11.0,19.3,52.9,18.4,1011.0,40.3,0.2,929.3,1
No Disaster,33.9816,40.2995,20.7,0.4,33.8,16.8,1001.4,55.1,0.1,769.4,7
No Disaster,-84.0448,165.0121,10.4,0.0,39.7,4.4,1007.2,56.8,1.0,773.3,7
Flood,-28.6536,-111.2356,25.4,368.9,74.6,28.6,995.0,63.7,2.4,83.5,3
No Disaster,50.6924,-59.6427,20.0,6.9,53.9,17.8,1015.1,44.5,0.2,371.7,6
No Disaster,-45.8467,50.4349,17.4,7.5,57.9,3.9,1004.6,47.2,0.6,705.3,10
Drought,-15.84,17.6092,34.6,4.5,10.2,20.2,1012.3,10.9,0.1,311.2,6
No Disaster,27.6625,-146.1524,18.7,14.3,42.3,18.2,994.6,35.1,1.0,931.7,10
Earthquake,76.752,69.651,25.7,46.9,54.3,12.8,1010.3,61.4,6.6,1576.1,7
Volcanic Eruption,-8.4052,-35.7153,20.7,6.9,52.4,36.5,1012.5,74.1,5.9,3823.3,12
Flood,23.3109,-152.8428,29.5,201.2,98.2,27.0,987.7,85.5,1.7,73.0,1
Drought,-81.5025,-52.4482,32.9,7.2,28.7,18.2,1016.4,0.1,0.8,408.6,9
Blizzard,-40.6442,-127.4441,-26.8,8.6,64.8,25.2,980.3,74.7,1.4,1826.4,6
Earthquake,47.5803,60.7142,17.5,31.6,70.2,16.2,992.8,48.5,7.1,1504.0,4
No Disaster,-3.6539,-82.3432,10.6,0.6,58.7,6.5,1000.0,57.7,1.7,686.9,7
No Disaster,22.4758,-18.5,13.1,2.6,44.8,11.3,999.1,36.6,0.2,26.2,3
Wildfire,2.459,76.4373,44.2,5.3,8.6,40.8,990.6,16.8,1.6,433.7,12
Landslide,84.6423,123.6468,14.5,202.1,80.0,12.9,1006.9,77.2,4.9,2858.6,9
Blizzard,-85.3116,117.9419,-8.7,1.5,83.9,69.5,986.3,68.9,0.3,1995.3,8
Landslide,-67.2614,-69.2357,15.7,349.8,81.7,1.5,998.6,90.1,5.3,1797.7,6
No Disaster,-36.8803,-52.3195,21.8,1.2,49.5,4.6,1001.5,30.1,0.6,171.3,3
No Disaster,-55.0186,171.8618,21.1,9.0,31.9,2.3,1014.4,58.4,0.1,910.4,5
No Disaster,84.584,-57.7688,21.1,11.5,58.7,14.9,999.1,35.9,1.7,911.0,8
No Disaster,42.7409,-64.1772,17.6,18.3,34.0,9.9,1000.7,50.3,1.3,560.1,12
Volcanic Eruption,-43.4757,-48.4843,7.7,46.2,63.4,1.9,988.5,53.7,8.1,2031.4,11
Hurricane,-51.3272,178.0213,28.3,197.2,85.6,211.8,973.7,63.0,0.2,25.6,6
No Disaster,23.462,86.6506,16.4,19.1,51.8,7.6,993.1,44.8,1.0,550.6,6
Flood,34.4144,-33.2768,21.5,259.1,70.3,20.5,984.5,76.9,2.1,11.5,3
Wildfire,72.3784,88.2502,35.8,0.8,15.3,28.5,1011.7,12.1,1.9,1102.7,2
No Disaster,-81.6176,-63.3573,21.8,7.6,58.5,6.6,1015.5,54.5,0.0,403.0,9
No Disaster,79.1815,122.6432,24.1,19.3,43.2,9.8,998.4,45.3,0.3,671.4,1
No Disaster,-47.587,-105.0942,24.1,2.9,56.7,2.5,1009.5,39.6,0.6,998.3,6
Drought,54.6468,-143.3928,30.8,7.4,27.4,8.3,1023.5,12.2,0.2,83.5,6
Heatwave,30.8175,-106.4074,44.9,0.5,11.3,9.2,1011.0,0.2,0.1,135.0,10
Flood,49.3076,-19.1311,22.0,393.3,91.9,10.1,1005.7,99.5,0.3,65.1,6
No Disaster,-81.1747,-77.3996,22.7,13.1,43.4,8.8,1004.0,39.3,1.8,567.9,5
No Disaster,-6.2862,156.8975,20.9,2.9,43.1,5.8,1019.6,42.5,0.1,411.2,12
Drought,17.9249,-98.6119,30.5,1.0,12.1,12.0,1020.9,5.4,0.0,390.4,6
No Disaster,29.5429,20.6875,16.1,18.6,45.6,17.8,1007.4,41.3,1.1,151.9,11
Volcanic Eruption,86.784,-90.9223,11.5,20.3,49.0,28.8,959.6,52.1,6.7,2768.7,2
No Disaster,-11.612,76.131,13.1,5.7,43.3,13.9,992.5,33.5,1.6,261.0,7
Landslide,69.2292,132.4885,18.8,398.9,73.2,14.4,1004.9,74.2,5.9,1708.1,12
Volcanic Eruption,-42.9326,79.8194,18.0,44.3,31.0,29.6,979.6,55.8,4.2,3884.4,2
Flood,16.3264,-89.5803,24.9,483.7,74.9,39.5,992.8,99.1,1.6,32.4,11
Earthquake,-45.7278,91.889,26.9,48.2,53.9,13.4,1005.6,54.4,6.9,1475.4,6
Blizzard,2.9379,76.2104,-4.4,3.2,80.4,57.2,1000.6,62.1,0.7,1637.2,10
Hurricane,-10.4687,-101.8189,33.9,256.3,75.2,116.2,979.2,51.5,0.6,54.8,10
No Disaster,81.2067,-91.8892,11.6,9.3,50.6,3.9,995.5,37.8,0.6,246.2,5
Earthquake,-86.7126,-148.494,24.6,20.6,41.6,0.2,1000.4,62.8,6.9,1927.4,10
Blizzard,-15.1858,46.6399,-26.3,5.5,70.5,37.0,984.4,74.3,0.7,1240.7,6
Landslide,27.1683,-172.3996,16.4,252.4,77.6,28.9,988.2,96.8,4.1,2641.1,11
No Disaster,88.4767,50.4105,12.3,0.1,57.9,13.7,993.2,52.3,0.5,809.2,7
Drought,-51.9299,-58.6515,44.0,9.7,12.8,17.9,1006.0,7.4,1.2,250.6,6
Drought,23.1732,46.4116,30.5,7.5,29.4,14.5,1004.0,19.5,0.4,204.6,12
Drought,-31.6413,-74.9241,34.0,1.4,14.4,15.3,1013.4,13.8,0.1,280.7,4
Hurricane,-66.5651,-26.9686,25.3,282.5,81.0,182.4,935.8,72.1,0.1,76.9,7
Hurricane,89.7306,175.3595,28.5,186.3,77.5,148.9,943.8,73.1,0.7,23.2,10
Drought,35.683,-119.7108,42.3,4.7,19.2,8.7,1003.7,12.6,0.4,193.0,6
Flood,-66.07,112.8679,24.8,437.4,98.5,24.9,988.6,91.2,2.1,68.6,4
Flood,41.4589,164.6903,23.6,314.1,90.4,12.1,995.0,90.9,0.4,40.0,3
Hurricane,-29.7056,54.2256,30.0,269.6,76.4,168.1,930.7,58.8,1.6,10.6,8
Tsunami,23.0629,-87.2669,26.4,26.4,77.0,10.1,1012.0,53.0,7.1,36.3,6
Earthquake,9.6928,-27.06,18.8,31.7,33.0,6.7,999.8,62.0,9.3,828.6,10
Flood,5.87,-57.6816,21.8,460.9,76.3,18.8,1003.6,97.4,0.2,80.4,5
No Disaster,11.0153,-41.3944,23.8,8.4,48.4,16.2,999.1,45.4,0.2,432.8,1
Flood,-50.7699,1.8256,17.1,314.9,78.3,32.4,1001.0,63.8,2.4,74.5,4
No Disaster,33.3196,-74.8065,11.1,14.6,44.0,10.4,999.8,48.4,1.8,553.8,7
Tsunami,-22.7587,-150.2529,24.3,27.7,80.4,9.8,1008.6,47.9,9.3,11.2,12
Volcanic Eruption,33.9248,-134.0113,12.4,21.8,25.0,22.2,968.2,58.3,6.2,2565.0,11
Flood,-39.2173,-170.7885,22.7,456.8,76.2,22.6,987.7,60.5,2.2,13.5,11
Earthquake,-57.3212,-76.1277,28.4,6.5,77.2,19.9,1017.4,60.4,9.3,581.1,1
No Disaster,58.1581,-118.4652,10.7,3.9,43.1,9.9,991.9,43.3,1.2,931.8,6
Heatwave,-41.7514,26.8306,41.3,1.8,8.5,11.2,1014.6,4.5,0.6,612.1,6
Blizzard,10.7023,-63.7222,-13.4,6.2,67.2,64.2,993.8,89.7,0.3,1347.4,2
Earthquake,-61.3862,140.8035,19.2,25.4,74.5,9.7,1012.9,38.9,5.8,706.7,4
No Disaster,-8.5827,29.063,22.3,20.0,53.2,4.4,1012.4,46.1,0.9,935.7,3
Earthquake,65.1599,8.7865,27.5,6.5,62.0,13.2,1009.1,46.2,8.1,1100.2,4
No Disaster,76.2386,123.2656,15.2,7.6,39.8,1.8,990.9,43.6,1.9,917.2,10
No Disaster,23.1471,128.2401,17.7,3.6,50.5,18.4,990.6,37.5,0.5,99.0,6
No Disaster,-76.8164,-147.6037,16.3,0.2,32.8,18.7,1013.8,50.2,1.7,250.1,5
Flood,-49.0352,-172.5712,16.3,412.9,75.5,16.9,991.3,86.3,1.2,94.5,7
Earthquake,-57.7548,66.0434,25.8,35.8,45.2,19.4,1005.6,69.3,9.2,814.3,10
Hurricane,48.6372,176.2298,30.8,222.0,92.5,129.1,954.4,62.5,0.3,61.0,12
Flood,51.4739,73.0314,25.3,244.8,84.2,27.3,986.8,90.3,0.3,15.0,6
No Disaster,-87.9041,-31.8953,19.7,9.9,31.6,4.6,1005.7,52.1,1.6,519.4,12
Wildfire,62.7044,129.632,47.7,8.2,8.3,34.6,1017.2,22.8,0.0,797.3,2
Flood,72.3489,-157.0149,27.1,317.7,95.7,34.5,987.2,62.0,1.7,20.4,10
Flood,-3.6066,-171.1229,27.8,214.5,76.7,20.0,998.8,88.8,0.2,4.3,11
No Disaster,-39.8936,-130.2311,14.0,17.2,48.8,11.9,1007.5,42.3,0.8,148.3,1
Earthquake,5.8746,65.3967,15.9,1.6,21.7,18.9,1023.1,38.5,6.1,36.3,5
No Disaster,61.0302,102.7053,12.8,13.1,57.2,8.7,1017.7,30.7,1.0,256.3,8
Wildfire,67.9585,-67.8602,35.3,5.4,19.6,14.0,998.6,14.1,1.7,549.6,1
Heatwave,26.0606,139.3593,48.3,0.4,9.8,1.0,1013.3,6.9,0.0,252.0,10
Tsunami,73.9915,173.1905,28.2,7.2,79.8,11.9,1014.7,45.5,7.8,1.0,9
Landslide,5.4447,12.3075,24.4,271.6,79.5,10.2,970.5,73.7,2.2,1486.5,11
No Disaster,84.7319,168.055,21.8,9.7,34.9,0.9,996.9,40.2,0.3,224.8,8
Wildfire,-11.148,-37.3635,44.4,9.4,11.6,38.7,1004.8,27.3,1.4,745.5,2
Tsunami,-33.4796,139.0483,26.0,8.6,88.2,15.7,1012.1,64.4,8.9,14.3,4
Earthquake,47.3108,179.0786,13.7,37.7,57.0,10.6,1023.8,42.9,6.2,1755.2,2
Volcanic Eruption,-40.285,-98.1474,10.0,36.5,39.2,11.1,951.6,76.3,7.8,2418.4,9
No Disaster,-37.1642,62.8938,14.6,6.3,55.3,15.7,998.8,32.4,0.7,760.1,1
No Disaster,30.9782,140.3148,12.7,17.2,31.5,13.3,1013.7,43.3,0.4,924.7,2
Drought,-58.5634,-84.4722,37.8,2.6,24.4,7.6,1012.9,9.9,0.2,497.5,5
Drought,33.2832,77.9692,39.8,4.3,27.1,20.4,1013.6,0.1,0.3,254.4,6
No Disaster,25.1456,141.4927,13.5,7.4,32.5,14.5,1015.3,42.2,0.7,658.7,1
Drought,73.0112,68.6261,41.8,6.9,26.8,9.5,1019.0,2.3,0.1,245.8,8
No Disaster,76.3969,52.3242,19.4,15.4,38.0,11.9,1005.6,43.2,0.2,292.6,9
No Disaster,5.9951,170.0559,21.1,14.1,46.0,10.3,1019.8,30.6,0.6,133.8,9
No Disaster,-62.732,-121.8945,14.4,4.3,59.3,7.3,1012.8,54.2,0.8,682.6,4
Hurricane,88.0388,54.7648,25.7,220.0,99.5,248.9,951.6,85.7,1.2,50.9,7
No Disaster,70.5834,43.6056,15.0,9.8,43.3,9.0,999.3,49.0,0.1,886.2,5
No Disaster,-52.1062,169.3054,23.3,4.7,48.6,7.3,1004.1,55.8,1.5,238.4,6
No Disaster,8.919,70.1068,16.6,8.1,43.3,8.3,1010.3,39.9,0.3,706.6,7
Landslide,84.9827,-5.7739,20.8,269.3,81.1,23.9,1008.2,72.2,3.1,2015.7,4
Wildfire,51.0449,-138.696,47.0,6.2,9.3,27.2,995.5,7.6,1.4,688.6,5
No Disaster,-66.4897,-138.8364,22.6,9.2,30.3,18.5,1007.8,50.7,1.6,818.6,11
No Disaster,46.9817,-14.3716,11.2,12.7,44.1,6.6,1014.1,34.6,1.8,334.1,7
Earthquake,77.2619,94.0463,11.5,28.9,38.6,10.2,1016.0,49.8,5.8,1060.0,3
Flood,-85.842,-50.8351,25.5,493.4,98.0,30.7,993.1,83.8,2.4,26.6,6
Flood,-64.1718,55.9545,23.4,257.8,77.0,26.9,989.6,93.4,0.2,91.4,12
Tsunami,-17.9002,90.3504,28.7,1.6,88.1,1.4,1012.6,23.5,9.2,10.2,11
Blizzard,26.3571,-110.883,-21.5,5.1,73.2,20.3,981.4,90.7,0.1,1863.2,2
Earthquake,66.7801,-179.5597,24.8,44.9,39.7,19.5,1004.0,46.8,6.1,193.2,10
Tsunami,44.2398,98.662,29.1,4.5,64.1,2.4,1000.8,44.5,8.2,12.9,12
Flood,-55.4397,-124.2223,28.8,279.5,77.4,15.0,995.8,87.1,1.7,26.1,12
Volcanic Eruption,74.7157,104.4481,20.6,36.0,36.0,33.9,960.0,54.0,5.7,2680.4,6
Blizzard,-64.4459,158.611,-29.7,1.9,73.8,71.4,1007.6,83.2,1.0,747.7,6
No Disaster,-13.8448,-176.4531,19.9,10.2,33.8,10.8,1017.0,40.2,2.0,959.4,10
Wildfire,59.4986,-155.0482,42.3,2.4,5.5,40.9,992.3,3.6,0.2,1467.6,7
No Disaster,-41.4438,54.7195,22.4,12.2,59.3,6.8,1004.2,54.6,1.4,214.1,2
Earthquake,-69.471,125.7495,14.9,35.4,20.5,1.9,1011.3,37.3,5.6,933.9,11
No Disaster,54.4062,114.7784,19.2,5.9,43.8,14.0,992.1,40.0,1.6,406.0,7
Volcanic Eruption,-72.6598,99.7366,7.0,43.1,26.4,35.6,975.5,65.0,8.2,1030.7,5
Tsunami,43.059,149.6462,28.7,2.1,62.4,12.0,1004.9,34.6,9.4,37.3,6
Tsunami,-29.2378,-41.985,26.5,5.4,85.6,14.8,1007.3,26.4,8.7,0.9,3
No Disaster,71.0325,49.3007,10.1,13.9,51.8,10.8,1014.5,36.1,0.8,807.6,8
Wildfire,57.8658,-42.5885,41.0,6.2,11.0,12.1,1011.9,19.2,0.8,593.7,4
No Disaster,-30.385,-87.2769,17.8,15.9,42.1,15.1,1003.4,36.4,0.9,538.1,6
Wildfire,67.5161,12.0462,40.3,5.3,16.0,47.8,992.2,24.1,1.3,252.8,2
Earthquake,7.5721,-61.5739,12.4,4.0,47.9,19.6,998.6,46.4,8.1,702.1,11
Wildfire,55.12,42.051,43.9,4.1,14.5,15.8,1010.5,3.1,1.7,857.4,8
No Disaster,46.0596,25.7452,13.3,13.0,52.9,9.5,1012.4,42.1,2.0,239.8,6
Earthquake,-50.6372,-179.1396,19.8,20.6,66.6,8.1,1020.2,33.8,7.0,1867.9,4
Wildfire,-19.6579,-86.5068,43.0,2.8,18.0,56.9,1015.5,12.0,2.0,1155.5,6
Hurricane,5.5421,32.8365,29.8,158.9,89.7,120.6,957.8,81.0,0.0,43.0,2
Blizzard,78.035,100.6153,-18.3,0.8,60.8,42.5,1004.7,79.5,1.1,1374.1,6
Earthquake,-33.8602,-15.4877,27.8,7.4,65.3,6.3,994.2,34.7,6.6,1096.2,2
Landslide,-50.6106,-100.8097,17.1,373.1,75.8,8.6,1008.4,80.2,5.8,1537.8,9
Flood,1.8952,112.5604,15.3,458.1,72.4,37.5,984.3,81.3,0.2,44.7,3
Flood,-14.3829,16.2121,21.9,206.9,95.9,12.8,1009.4,94.1,1.4,24.5,2
Drought,-61.9992,51.5149,44.4,6.2,22.4,12.9,1014.1,10.9,1.1,428.5,4
No Disaster,-24.3338,-83.2869,12.6,8.8,59.6,6.6,1003.8,36.9,0.7,55.1,4
Heatwave,69.23,155.5031,45.0,0.0,21.3,7.2,1011.1,3.8,0.2,549.0,6
Hurricane,67.3749,-136.5528,30.6,225.4,95.0,120.3,964.4,74.2,1.4,62.1,4
No Disaster,83.2396,123.0438,20.4,14.4,44.1,10.6,1009.0,51.9,0.2,224.9,4
Drought,-30.6513,-26.319,39.0,7.3,8.8,10.7,1015.9,11.8,1.1,320.3,7
No Disaster,-0.1376,138.507,12.8,7.5,55.3,7.3,1002.4,39.6,1.8,663.3,2
Heatwave,26.0113,-29.8838,42.9,1.3,21.1,0.7,1015.7,7.0,0.6,91.1,2
Volcanic Eruption,8.7318,152.551,21.3,9.6,27.9,34.5,987.5,40.8,8.7,2419.1,1
No Disaster,34.9072,20.938,20.4,6.2,53.3,8.4,1016.8,33.1,1.0,205.7,5
No Disaster,-26.3224,109.2363,12.5,12.0,42.2,10.4,1011.4,40.7,0.7,76.8,7
Drought,-52.1236,135.3391,44.0,0.9,27.1,10.2,1002.0,19.2,0.6,311.5,4
Flood,-51.6273,61.0437,15.7,260.9,98.3,38.6,994.5,66.8,1.1,87.7,8
No Disaster,76.2757,147.4126,10.7,5.8,40.9,1.1,1005.7,30.7,1.4,2.7,7
No Disaster,-85.8558,29.1564,13.7,10.7,38.4,6.3,1008.1,46.2,0.8,107.6,11
No Disaster,-65.4735,-79.0993,12.6,1.1,46.1,5.0,994.6,45.3,1.3,772.1,11
Tsunami,4.7312,-83.8544,29.9,4.7,73.1,19.4,996.4,60.3,7.6,3.8,8
No Disaster,64.9771,116.2296,11.5,0.5,31.5,11.8,1010.1,48.6,1.1,174.7,10
No Disaster,-73.6744,-52.7554,23.3,4.7,48.3,9.8,1014.6,31.1,1.6,135.7,3
Tsunami,-11.3816,-93.3394,26.5,28.6,78.7,19.1,1000.3,65.8,7.3,17.9,1
Earthquake,27.8417,84.0723,13.5,1.6,47.3,2.0,999.5,53.4,6.1,57.0,5
Drought,25.4587,10.0279,40.9,4.4,22.3,8.2,1005.4,18.1,0.5,492.8,7
Flood,-0.7424,-63.0046,29.9,497.0,77.1,18.0,1002.5,95.6,1.7,86.5,6
No Disaster,11.2961,-2.7572,24.3,4.8,58.4,14.1,1002.4,38.0,1.5,822.9,1
No Disaster,81.7116,-121.8252,21.4,6.8,47.2,0.9,996.2,43.3,1.4,777.6,2
No Disaster,56.6881,-56.0433,11.2,19.8,57.1,3.9,1000.9,58.1,1.6,906.4,12
Drought,-63.0763,90.5197,38.6,9.4,25.0,22.1,1016.0,16.2,0.5,104.5,11
Heatwave,-37.1675,-128.2445,47.5,0.4,7.3,5.4,1022.5,1.6,0.2,380.2,1
Blizzard,81.0218,-178.5016,-19.9,0.5,94.0,73.2,998.1,93.6,1.1,1049.2,6
